config,n,w,b,white_piece,black_piece,positions,quiet_positions,always_win_stm,always_win_white,quiet_always_win_stm,quiet_always_win_white,deepest_white,deepest_black,deepest_white_quiet,deepest_black_quiet,wtm_win,wtm_draw,wtm_loss,btm_win,btm_draw,btm_loss,wtm_win_pct,wtm_draw_pct,wtm_loss_pct,btm_win_pct,btm_draw_pct,btm_loss_pct,q_wtm_win,q_wtm_draw,q_wtm_loss,q_btm_win,q_btm_draw,q_btm_loss,q_wtm_win_pct,q_wtm_draw_pct,q_wtm_loss_pct,q_btm_win_pct,q_btm_draw_pct,q_btm_loss_pct,deepest_white_pos,deepest_white_quiet_pos
BBvK,4,2,1,bishop+bishop,king,3360,1056,0,0,0,0,1,0,0,na,1416,1944,0,0,3360,0,42.142857,57.857143,0.000000,0.000000,100.000000,0.000000,0,1056,0,0,1056,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,5,2,1,bishop+bishop,king,13800,6076,0,0,0,0,1,0,0,na,5032,8768,0,0,13800,0,36.463768,63.536232,0.000000,0.000000,100.000000,0.000000,0,6076,0,0,6076,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,6,2,1,bishop+bishop,king,42840,22728,0,0,0,0,1,0,0,na,13768,29072,0,0,42840,0,32.138189,67.861811,0.000000,0.000000,100.000000,0.000000,0,22728,0,0,22728,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,7,2,1,bishop+bishop,king,110544,66008,0,0,0,0,1,0,0,na,31748,78796,0,0,110544,0,28.719786,71.280214,0.000000,0.000000,100.000000,0.000000,0,66008,0,0,66008,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,8,2,1,bishop+bishop,king,249984,161944,0,0,0,0,1,0,0,na,64880,185104,0,0,249984,0,25.953661,74.046339,0.000000,0.000000,100.000000,0.000000,0,161944,0,0,161944,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,9,2,1,bishop+bishop,king,511920,351964,0,0,0,0,1,0,0,na,121168,390752,0,0,511920,0,23.669323,76.330677,0.000000,0.000000,100.000000,0.000000,0,351964,0,0,351964,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,10,2,1,bishop+bishop,king,970200,697968,0,0,0,0,1,0,0,na,211040,759160,0,0,970200,0,21.752216,78.247784,0.000000,0.000000,100.000000,0.000000,0,697968,0,0,697968,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,11,2,1,bishop+bishop,king,1727880,1288136,0,0,0,0,1,0,0,na,347660,1380220,0,0,1727880,0,20.120610,79.879390,0.000000,0.000000,100.000000,0.000000,0,1288136,0,0,1288136,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvK,12,2,1,bishop+bishop,king,2924064,2243440,0,0,0,0,1,0,0,na,547256,2376808,0,0,2924064,0,18.715596,81.284404,0.000000,0.000000,100.000000,0.000000,0,2243440,0,0,2243440,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bKa2",
BBvKK,3,2,2,bishop,king,756,10,0,0,0,0,0,7,0,5,0,144,612,0,0,756,0.000000,19.047619,80.952381,0.000000,0.000000,100.000000,0,0,10,0,0,10,0.000000,0.000000,100.000000,0.000000,0.000000,100.000000,,
BBvKK,4,2,2,bishop,king,10920,1038,0,0,0,0,0,35,0,29,0,7416,3504,0,596,10324,0.000000,67.912088,32.087912,0.000000,5.457875,94.542125,0,88,950,0,12,1026,0.000000,8.477842,91.522158,0.000000,1.156069,98.843931,,
BBvKK,5,2,2,bishop,king,75900,14536,0,0,0,0,0,27,0,27,0,73272,2628,0,32792,43108,0.000000,96.537549,3.462451,0.000000,43.204216,56.795784,0,14066,470,0,12518,2018,0.000000,96.766648,3.233352,0.000000,86.117226,13.882774,,
BBvKK,6,2,2,bishop,king,353430,98888,0,0,0,0,0,5,0,0,0,353430,0,0,352654,776,0.000000,100.000000,0.000000,0.000000,99.780437,0.219563,0,98888,0,0,98888,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,,
BBvKK,7,2,2,bishop,king,1271256,451802,0,0,0,0,0,5,0,0,0,1271256,0,0,1270480,776,0.000000,100.000000,0.000000,0.000000,99.938958,0.061042,0,451802,0,0,451802,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,,
BBvKK,8,2,2,bishop,king,3812256,1596838,0,0,0,0,0,5,0,0,0,3812256,0,0,3811480,776,0.000000,100.000000,0.000000,0.000000,99.979645,0.020355,0,1596838,0,0,1596838,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,,
BBvKK,9,2,2,bishop,king,9982440,4713344,0,0,0,0,0,5,0,0,0,9982440,0,0,9981664,776,0.000000,100.000000,0.000000,0.000000,99.992226,0.007774,0,4713344,0,0,4713344,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,,
BBvKK,10,2,2,bishop,king,23527350,na,0,0,na,na,0,5,0,na,0,23527350,0,0,23526574,776,0.000000,100.000000,0.000000,0.000000,99.996702,0.003298,na,na,na,na,na,na,na,na,na,na,na,na,,
BBvKK,11,2,2,bishop,king,50972460,na,0,0,na,na,0,5,0,na,0,50972460,0,0,50971684,776,0.000000,100.000000,0.000000,0.000000,99.998478,0.001522,na,na,na,na,na,na,na,na,na,na,na,na,,
BBvKK,12,2,2,bishop,king,103073256,na,0,0,na,na,0,5,0,na,0,103073256,0,0,103072480,776,0.000000,100.000000,0.000000,0.000000,99.999247,0.000753,na,na,na,na,na,na,na,na,na,na,na,na,,
BBvN,3,2,1,bishop,knight,252,54,0,0,0,0,9,0,9,0,230,22,0,184,68,0,91.269841,8.730159,0.000000,73.015873,26.984127,0.000000,44,10,0,48,6,0,81.481481,18.518519,0.000000,88.888889,11.111111,0.000000,"wBc1,wBa3,bNa1","wBc1,wBa3,bNa1"
BBvN,4,2,1,bishop,knight,1680,528,0,0,0,0,7,3,7,0,1676,4,0,1280,376,24,99.761905,0.238095,0.000000,76.190476,22.380952,1.428571,528,0,0,520,8,0,100.000000,0.000000,0.000000,98.484848,1.515152,0.000000,"wBa1,wBb1,bNc1","wBa1,wBb1,bNc1"
BBvN,5,2,1,bishop,knight,6900,2836,0,0,0,0,11,3,9,0,6896,4,0,5516,1360,24,99.942029,0.057971,0.000000,79.942029,19.710145,0.347826,2836,0,0,2820,16,0,100.000000,0.000000,0.000000,99.435825,0.564175,0.000000,"wBa1,wBc1,bNb3","wBa1,wBc1,bNa5"
BBvN,6,2,1,bishop,knight,21420,10484,0,0,0,0,17,0,17,0,21416,4,0,17700,3720,0,99.981326,0.018674,0.000000,82.633053,17.366947,0.000000,10484,0,0,10468,16,0,100.000000,0.000000,0.000000,99.847386,0.152614,0.000000,"wBd1,wBa3,bNf4","wBd1,wBa3,bNf4"
BBvN,7,2,1,bishop,knight,55272,30594,0,0,0,0,19,0,19,0,42288,12984,0,25072,30200,0,76.508901,23.491099,0.000000,45.361123,54.638877,0.000000,19662,10932,0,15930,14664,0,64.267503,35.732497,0.000000,52.069033,47.930967,0.000000,"wBc1,wBe1,bNd3","wBg1,wBa7,bNd3"
BBvN,8,2,1,bishop,knight,124992,75708,0,0,0,0,23,0,23,0,90492,34500,0,56624,68368,0,72.398233,27.601767,0.000000,45.302099,54.697901,0.000000,45820,29888,0,38668,37040,0,60.522006,39.477994,0.000000,51.075184,48.924816,0.000000,"wBa1,wBc1,bNb3","wBa1,wBe1,bNb5"
BBvN,9,2,1,bishop,knight,255960,165972,0,0,0,0,31,0,31,0,143224,112736,0,63504,192456,0,55.955618,44.044382,0.000000,24.810127,75.189873,0.000000,67040,98932,0,45980,119992,0,40.392355,59.607645,0.000000,27.703468,72.296532,0.000000,"wBa1,wBc1,bNb3","wBa1,wBe1,bNc4"
BBvN,10,2,1,bishop,knight,485100,na,0,0,na,na,47,0,45,na,323192,161908,0,222844,262256,0,66.623789,33.376211,0.000000,45.937745,54.062255,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBc1,wBg1,bNe2","wBc1,wBe1,bNd4"
BBvN,11,2,1,bishop,knight,863940,na,0,0,na,na,51,0,49,na,417818,446122,0,209118,654822,0,48.361923,51.638077,0.000000,24.205153,75.794847,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBe1,wBg1,bNf3","wBe1,wBg1,bNf4"
BBvN,12,2,1,bishop,knight,1462032,na,0,0,na,na,35,0,35,na,455460,1006572,0,25096,1436936,0,31.152533,68.847467,0.000000,1.716515,98.283485,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBa2,wBe4,bNl2","wBa2,wBe4,bNl2"
BBvN,3,2,1,bishop+bishop,knight,504,108,0,0,0,0,9,0,9,na,460,44,0,368,136,0,91.269841,8.730159,0.000000,73.015873,26.984127,0.000000,88,20,0,96,12,0,81.481481,18.518519,0.000000,88.888889,11.111111,0.000000,"wBa1,wBc3,bNc1","wBa1,wBc3,bNc1"
BBvN,4,2,1,bishop+bishop,knight,3360,1056,0,0,0,0,7,3,7,na,3352,8,0,2560,752,48,99.761905,0.238095,0.000000,76.190476,22.380952,1.428571,1056,0,0,1040,16,0,100.000000,0.000000,0.000000,98.484848,1.515152,0.000000,"wBa1,wBb1,bNc1","wBa1,wBb1,bNc1"
BBvN,5,2,1,bishop+bishop,knight,13800,5672,0,0,0,0,11,3,9,na,13792,8,0,11032,2720,48,99.942029,0.057971,0.000000,79.942029,19.710145,0.347826,5672,0,0,5640,32,0,100.000000,0.000000,0.000000,99.435825,0.564175,0.000000,"wBa1,wBc1,bNb3","wBa1,wBc1,bNa5"
BBvN,6,2,1,bishop+bishop,knight,42840,20968,0,0,0,0,17,0,17,na,42832,8,0,35400,7440,0,99.981326,0.018674,0.000000,82.633053,17.366947,0.000000,20968,0,0,20936,32,0,100.000000,0.000000,0.000000,99.847386,0.152614,0.000000,"wBc1,wBf3,bNa4","wBc1,wBf3,bNa4"
BBvN,7,2,1,bishop+bishop,knight,110544,61188,0,0,0,0,19,0,19,na,84576,25968,0,50144,60400,0,76.508901,23.491099,0.000000,45.361123,54.638877,0.000000,39324,21864,0,31860,29328,0,64.267503,35.732497,0.000000,52.069033,47.930967,0.000000,"wBa1,wBb2,bNd3","wBa1,wBg7,bNd3"
BBvN,8,2,1,bishop+bishop,knight,249984,151416,0,0,0,0,23,0,23,na,180984,69000,0,113248,136736,0,72.398233,27.601767,0.000000,45.302099,54.697901,0.000000,91640,59776,0,77336,74080,0,60.522006,39.477994,0.000000,51.075184,48.924816,0.000000,"wBa1,wBc1,bNb3","wBa1,wBe1,bNb5"
BBvN,9,2,1,bishop+bishop,knight,511920,331944,0,0,0,0,31,0,31,na,286448,225472,0,127008,384912,0,55.955618,44.044382,0.000000,24.810127,75.189873,0.000000,134080,197864,0,91960,239984,0,40.392355,59.607645,0.000000,27.703468,72.296532,0.000000,"wBa1,wBc1,bNb3","wBa1,wBe1,bNc4"
BBvN,10,2,1,bishop+bishop,knight,970200,663344,0,0,0,0,47,0,45,na,646384,323816,0,445688,524512,0,66.623789,33.376211,0.000000,45.937745,54.062255,0.000000,371024,292320,0,334112,329232,0,55.932367,44.067633,0.000000,50.367833,49.632167,0.000000,"wBc1,wBg1,bNe2","wBc1,wBe1,bNd4"
BBvN,11,2,1,bishop+bishop,knight,1727880,1232276,0,0,0,0,51,0,49,na,835636,892244,0,418236,1309644,0,48.361923,51.638077,0.000000,24.205153,75.794847,0.000000,419888,812388,0,324008,908268,0,34.074185,65.925815,0.000000,26.293460,73.706540,0.000000,"wBe1,wBg1,bNf3","wBe1,wBg1,bNf4"
BBvN,12,2,1,bishop+bishop,knight,2924064,2158000,0,0,0,0,35,0,35,na,910920,2013144,0,50192,2873872,0,31.152533,68.847467,0.000000,1.716515,98.283485,0.000000,307032,1850968,0,41368,2116632,0,14.227618,85.772382,0.000000,1.916960,98.083040,0.000000,"wBa1,wBf4,bNa8","wBa1,wBf4,bNa8"
BBvNN,3,2,2,bishop,knight,756,18,0,0,0,0,13,13,9,13,610,122,24,322,236,198,80.687831,16.137566,3.174603,42.592593,31.216931,26.190476,10,4,4,12,4,2,55.555556,22.222222,22.222222,66.666667,22.222222,11.111111,"wBa1,wBc1,bNb1,bNa2","wBc1,wBa3,bNa1,bNc3"
BBvNN,4,2,2,bishop,knight,10920,1080,0,0,0,0,23,15,23,15,7020,3644,256,1188,4956,4776,64.285714,33.369963,2.344322,10.879121,45.384615,43.736264,424,628,28,312,720,48,39.259259,58.148148,2.592593,28.888889,66.666667,4.444444,"wBa2,wBd2,bNd1,bNa3","wBa2,wBd2,bNd1,bNa3"
BBvNN,5,2,2,bishop,knight,75900,13092,0,0,0,0,25,23,25,21,40564,34570,766,2766,45938,27196,53.444005,45.546772,1.009223,3.644269,60.524374,35.831357,2196,10882,14,430,12446,216,16.773602,83.119462,0.106936,3.284449,95.065689,1.649863,"wBb1,wBc1,bNa5,bNb5","wBb1,wBc1,bNa5,bNb5"
BBvNN,6,2,2,bishop,knight,353430,85394,0,0,0,0,33,7,33,0,175278,178152,0,10272,339330,3828,49.593413,50.406587,0.000000,2.906375,96.010525,1.083100,11166,74228,0,1252,84142,0,13.075860,86.924140,0.000000,1.466145,98.533855,0.000000,"wBb1,wBc1,bNd5,bNc6","wBb1,wBc1,bNd5,bNc6"
BBvNN,7,2,2,bishop,knight,1271256,391270,0,0,0,0,21,7,21,0,264648,1006608,0,5004,1265128,1124,20.817837,79.182163,0.000000,0.393626,99.517957,0.088416,6594,384676,0,870,390400,0,1.685281,98.314719,0.000000,0.222353,99.777647,0.000000,"wBa1,wBc1,bNe1,bNb2","wBa1,wBc1,bNg1,bNf2"
BBvNN,8,2,2,bishop,knight,3812256,1402672,0,0,0,0,25,3,25,0,724370,3087886,0,15326,3796390,540,19.001085,80.998915,0.000000,0.402019,99.583816,0.014165,17334,1385338,0,1142,1401530,0,1.235784,98.764216,0.000000,0.081416,99.918584,0.000000,"wBa1,wBc1,bNe1,bNb2","wBa1,wBc1,bNb1,bNh3"
BBvNN,9,2,2,bishop,knight,9982440,4205484,0,0,0,0,33,3,33,0,993960,8988480,0,24130,9957770,540,9.957085,90.042915,0.000000,0.241724,99.752866,0.005409,26564,4178920,0,850,4204634,0,0.631651,99.368349,0.000000,0.020212,99.979788,0.000000,"wBa1,wBc1,bNi1,bNh2","wBa1,wBc1,bNi1,bNh2"
BBvNN,10,2,2,bishop,knight,23527350,na,0,0,na,na,49,3,49,na,3960914,19566436,0,106562,23420248,540,16.835360,83.164640,0.000000,0.452928,99.544777,0.002295,na,na,na,na,na,na,na,na,na,na,na,na,"wBa1,wBe1,bNj8,bNh10","wBa1,wBe1,bNj8,bNh10"
BBvNN,11,2,2,bishop,knight,50972460,na,0,0,na,na,53,3,53,na,4330466,46641994,0,127724,50844196,540,8.495697,91.504303,0.000000,0.250575,99.748366,0.001059,na,na,na,na,na,na,na,na,na,na,na,na,"wBa1,wBg1,bNk7,bNg11","wBa1,wBg1,bNk7,bNg11"
BBvNN,12,2,2,bishop,knight,103073256,na,0,0,na,na,35,3,7,na,708336,102364920,0,1318,103071398,540,0.687216,99.312784,0.000000,0.001279,99.998197,0.000524,na,na,na,na,na,na,na,na,na,na,na,na,"wBb1,wBd1,bNk1,bNe4","wBe1,wBf1,bNc1,bNa2"
BBvQ,3,2,1,bishop,queen,252,8,0,0,0,0,1,5,0,5,126,44,82,0,46,206,50.000000,17.460317,32.539683,0.000000,18.253968,81.746032,0,4,4,0,4,4,0.000000,50.000000,50.000000,0.000000,50.000000,50.000000,"wBa1,wBb1,bQa2",
BBvQ,4,2,1,bishop,queen,1680,204,0,0,0,0,1,11,0,11,708,504,468,0,400,1280,42.142857,30.000000,27.857143,0.000000,23.809524,76.190476,0,104,100,0,100,104,0.000000,50.980392,49.019608,0.000000,49.019608,50.980392,"wBa1,wBb1,bQa2",
BBvQ,5,2,1,bishop,queen,6900,1444,0,0,0,0,1,11,0,11,2516,4220,164,0,3634,3266,36.463768,61.159420,2.376812,0.000000,52.666667,47.333333,0,1396,48,0,1232,212,0.000000,96.675900,3.324100,0.000000,85.318560,14.681440,"wBa1,wBb1,bQa2",
BBvQ,6,2,1,bishop,queen,21420,6116,0,0,0,0,1,0,0,0,6884,14536,0,0,21420,0,32.138189,67.861811,0.000000,0.000000,100.000000,0.000000,0,6116,0,0,6116,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,7,2,1,bishop,queen,55272,19364,0,0,0,0,1,0,0,0,15874,39398,0,0,55272,0,28.719786,71.280214,0.000000,0.000000,100.000000,0.000000,0,19364,0,0,19364,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,8,2,1,bishop,queen,124992,50664,0,0,0,0,1,0,0,0,32440,92552,0,0,124992,0,25.953661,74.046339,0.000000,0.000000,100.000000,0.000000,0,50664,0,0,50664,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,9,2,1,bishop,queen,255960,115768,0,0,0,0,1,0,0,0,60584,195376,0,0,255960,0,23.669323,76.330677,0.000000,0.000000,100.000000,0.000000,0,115768,0,0,115768,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,10,2,1,bishop,queen,485100,na,0,0,na,na,1,0,0,na,105520,379580,0,0,485100,0,21.752216,78.247784,0.000000,0.000000,100.000000,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBa1,wBb1,bQa2",
BBvQ,11,2,1,bishop,queen,863940,na,0,0,na,na,1,0,0,na,173830,690110,0,0,863940,0,20.120610,79.879390,0.000000,0.000000,100.000000,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBa1,wBb1,bQa2",
BBvQ,12,2,1,bishop,queen,1462032,na,0,0,na,na,1,0,0,na,273628,1188404,0,0,1462032,0,18.715596,81.284404,0.000000,0.000000,100.000000,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBa1,wBb1,bQa2",
BBvQ,3,2,1,bishop+bishop,queen,504,16,0,0,0,0,1,5,0,na,252,88,164,0,92,412,50.000000,17.460317,32.539683,0.000000,18.253968,81.746032,0,8,8,0,8,8,0.000000,50.000000,50.000000,0.000000,50.000000,50.000000,"wBa1,wBb1,bQa2",
BBvQ,4,2,1,bishop+bishop,queen,3360,408,0,0,0,0,1,11,0,na,1416,1008,936,0,800,2560,42.142857,30.000000,27.857143,0.000000,23.809524,76.190476,0,208,200,0,200,208,0.000000,50.980392,49.019608,0.000000,49.019608,50.980392,"wBa1,wBb1,bQa2",
BBvQ,5,2,1,bishop+bishop,queen,13800,2888,0,0,0,0,1,11,0,na,5032,8440,328,0,7268,6532,36.463768,61.159420,2.376812,0.000000,52.666667,47.333333,0,2792,96,0,2464,424,0.000000,96.675900,3.324100,0.000000,85.318560,14.681440,"wBa1,wBb1,bQa2",
BBvQ,6,2,1,bishop+bishop,queen,42840,12232,0,0,0,0,1,0,0,na,13768,29072,0,0,42840,0,32.138189,67.861811,0.000000,0.000000,100.000000,0.000000,0,12232,0,0,12232,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,7,2,1,bishop+bishop,queen,110544,38728,0,0,0,0,1,0,0,na,31748,78796,0,0,110544,0,28.719786,71.280214,0.000000,0.000000,100.000000,0.000000,0,38728,0,0,38728,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,8,2,1,bishop+bishop,queen,249984,101328,0,0,0,0,1,0,0,na,64880,185104,0,0,249984,0,25.953661,74.046339,0.000000,0.000000,100.000000,0.000000,0,101328,0,0,101328,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,9,2,1,bishop+bishop,queen,511920,231536,0,0,0,0,1,0,0,na,121168,390752,0,0,511920,0,23.669323,76.330677,0.000000,0.000000,100.000000,0.000000,0,231536,0,0,231536,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,10,2,1,bishop+bishop,queen,970200,478000,0,0,0,0,1,0,0,na,211040,759160,0,0,970200,0,21.752216,78.247784,0.000000,0.000000,100.000000,0.000000,0,478000,0,0,478000,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,11,2,1,bishop+bishop,queen,1727880,911840,0,0,0,0,1,0,0,na,347660,1380220,0,0,1727880,0,20.120610,79.879390,0.000000,0.000000,100.000000,0.000000,0,911840,0,0,911840,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQ,12,2,1,bishop+bishop,queen,2924064,1632680,0,0,0,0,1,0,0,na,547256,2376808,0,0,2924064,0,18.715596,81.284404,0.000000,0.000000,100.000000,0.000000,0,1632680,0,0,1632680,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBa1,wBb1,bQa2",
BBvQQ,3,2,2,bishop,queen,756,0,0,0,na,na,0,5,0,0,0,76,680,0,0,756,0.000000,10.052910,89.947090,0.000000,0.000000,100.000000,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,
BBvQQ,4,2,2,bishop,queen,10920,112,0,0,0,0,0,7,0,7,0,1380,9540,0,0,10920,0.000000,12.637363,87.362637,0.000000,0.000000,100.000000,0,0,112,0,0,112,0.000000,0.000000,100.000000,0.000000,0.000000,100.000000,,
BBvQQ,5,2,2,bishop,queen,75900,3004,0,0,0,0,0,13,0,11,0,24636,51264,0,40,75860,0.000000,32.458498,67.541502,0.000000,0.052701,99.947299,0,0,3004,0,0,3004,0.000000,0.000000,100.000000,0.000000,0.000000,100.000000,,
BBvQQ,6,2,2,bishop,queen,353430,27464,0,0,0,0,0,21,0,21,0,217952,135478,0,15520,337910,0.000000,61.667657,38.332343,0.000000,4.391251,95.608749,0,5624,21840,0,1424,26040,0.000000,20.477716,79.522284,0.000000,5.184969,94.815031,,
BBvQQ,7,2,2,bishop,queen,1271256,152332,0,0,0,0,0,35,0,33,0,886814,384442,0,113248,1158008,0.000000,69.758884,30.241116,0.000000,8.908355,91.091645,0,68268,84064,0,33224,119108,0.000000,44.815272,55.184728,0.000000,21.810257,78.189743,,
BBvQQ,8,2,2,bishop,queen,3812256,617632,0,0,0,0,0,23,0,23,0,2787552,1024704,0,605300,3206956,0.000000,73.120798,26.879202,0.000000,15.877737,84.122263,0,322328,295304,0,285852,331780,0.000000,52.187710,47.812290,0.000000,46.281928,53.718072,,
BBvQQ,9,2,2,bishop,queen,9982440,2024680,0,0,0,0,0,27,0,27,0,7139214,2843226,0,1780684,8201756,0.000000,71.517725,28.482275,0.000000,17.838164,82.161836,0,1050906,973774,0,982288,1042392,0.000000,51.904795,48.095205,0.000000,48.515716,51.484284,,
BBvQQ,10,2,2,bishop,queen,23527350,na,0,0,na,na,0,31,0,na,0,16476072,7051278,0,4547452,18979898,0.000000,70.029442,29.970558,0.000000,19.328365,80.671635,na,na,na,na,na,na,na,na,na,na,na,na,,
BBvQQ,11,2,2,bishop,queen,50972460,na,0,0,na,na,0,39,0,na,0,35016454,15956006,0,10515796,40456664,0.000000,68.696810,31.303190,0.000000,20.630348,79.369652,na,na,na,na,na,na,na,na,na,na,na,na,,
BBvQQ,12,2,2,bishop,queen,103073256,na,0,0,na,na,0,37,0,na,0,103073256,0,0,102603488,469768,0.000000,100.000000,0.000000,0.000000,99.544239,0.455761,na,na,na,na,na,na,na,na,na,na,na,na,,
BBvR,3,2,1,bishop,rook,252,8,0,0,0,0,5,7,3,7,168,64,20,46,100,106,66.666667,25.396825,7.936508,18.253968,39.682540,42.063492,4,0,4,4,0,4,50.000000,0.000000,50.000000,50.000000,0.000000,50.000000,"wBa1,wBb2,bRc2","wBa1,wBc1,bRb3"
BBvR,4,2,1,bishop,rook,1680,204,0,0,0,0,5,9,0,0,796,884,0,20,1452,208,47.380952,52.619048,0.000000,1.190476,86.428571,12.380952,0,204,0,0,204,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBd2,wBa3,bRa1",
BBvR,5,2,1,bishop,rook,6900,1444,0,0,0,0,5,0,0,0,2644,4256,0,20,6880,0,38.318841,61.681159,0.000000,0.289855,99.710145,0.000000,0,1444,0,0,1444,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBd2,wBa3,bRa1",
BBvR,6,2,1,bishop,rook,21420,6116,0,0,0,0,5,0,0,0,7052,14368,0,20,21400,0,32.922502,67.077498,0.000000,0.093371,99.906629,0.000000,0,6116,0,0,6116,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBd2,wBa3,bRa1",
BBvR,7,2,1,bishop,rook,55272,19364,0,0,0,0,5,0,0,0,16082,39190,0,20,55252,0,29.096107,70.903893,0.000000,0.036185,99.963815,0.000000,0,19364,0,0,19364,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBd2,wBa3,bRa1",
BBvR,8,2,1,bishop,rook,124992,50664,0,0,0,0,5,0,0,0,32688,92304,0,20,124972,0,26.152074,73.847926,0.000000,0.016001,99.983999,0.000000,0,50664,0,0,50664,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBd2,wBa3,bRa1",
BBvR,9,2,1,bishop,rook,255960,115768,0,0,0,0,5,0,0,0,60872,195088,0,20,255940,0,23.781841,76.218159,0.000000,0.007814,99.992186,0.000000,0,115768,0,0,115768,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBd2,wBa3,bRa1",
BBvR,10,2,1,bishop,rook,485100,na,0,0,na,na,5,0,0,na,105848,379252,0,20,485080,0,21.819831,78.180169,0.000000,0.004123,99.995877,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBd2,wBa3,bRa1",
BBvR,11,2,1,bishop,rook,863940,na,0,0,na,na,5,0,0,na,174198,689742,0,20,863920,0,20.163206,79.836794,0.000000,0.002315,99.997685,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBd2,wBa3,bRa1",
BBvR,12,2,1,bishop,rook,1462032,na,0,0,na,na,5,0,0,na,274036,1187996,0,20,1462012,0,18.743502,81.256498,0.000000,0.001368,99.998632,0.000000,na,na,na,na,na,na,na,na,na,na,na,na,"wBd2,wBa3,bRa1",
BBvR,3,2,1,bishop+bishop,rook,504,16,0,0,0,0,5,7,3,na,336,128,40,92,200,212,66.666667,25.396825,7.936508,18.253968,39.682540,42.063492,8,0,8,8,0,8,50.000000,0.000000,50.000000,50.000000,0.000000,50.000000,"wBa1,wBb2,bRc2","wBa1,wBc1,bRb3"
BBvR,4,2,1,bishop+bishop,rook,3360,408,0,0,0,0,5,9,0,na,1592,1768,0,40,2904,416,47.380952,52.619048,0.000000,1.190476,86.428571,12.380952,0,408,0,0,408,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBb1,wBc4,bRd1",
BBvR,5,2,1,bishop+bishop,rook,13800,2888,0,0,0,0,5,0,0,na,5288,8512,0,40,13760,0,38.318841,61.681159,0.000000,0.289855,99.710145,0.000000,0,2888,0,0,2888,0,0.000000,100.000000,0.000000,0.000000,100.000000,0.000000,"wBc1,wBb4,bRa1",
